,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,dependent_project_count,github_dependent_project_count,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
539,pox,"A Python-based SDN control applications, such as OpenFlow SDN controllers.",Network Virtualization,,https://github.com/noxrepo/pox,True,21,noxrepo/pox,https://github.com/noxrepo/pox,2012-02-07 22:18:46.000,2023-07-23 07:03:57.539,2020-05-20 12:00:13,436.0,603.0,26.0,29.0,161.0,,Apache-2.0,,,,pox,conda-forge/pox,,,11.0,https://pypi.org/project/pox,7257001.0,7266357.0,https://anaconda.org/conda-forge/pox,2023-07-23 07:03:57.539,355542.0,3.0,,
540,httmock,A mocking library for requests for Python 2.6+ and 3.2+.,Testing,,https://github.com/patrys/httmock,True,21,patrys/httmock,https://github.com/patrys/httmock,2013-03-19 23:35:33.000,2023-06-16 13:22:15.758,2020-10-28 12:00:08,49.0,457.0,29.0,11.0,15.0,102.0,,,2339.0,2339.0,httmock,conda-forge/httmock,,,1.0,https://pypi.org/project/httmock,316566.0,316693.0,https://anaconda.org/conda-forge/httmock,2023-06-16 13:22:15.758,8920.0,3.0,,
541,PyICU,A wrapper of International Components for Unicode C++ library ([ICU](http://site.icu-project.org/)).,Internationalization,,https://github.com/ovalhub/pyicu,True,21,ovalhub/pyicu,https://github.com/ovalhub/pyicu,2015-04-16 01:00:41.000,2023-06-16 16:09:21.140,2021-04-08 22:52:58,50.0,131.0,18.0,,103.0,282.0,,,3783.0,3783.0,pyicu,conda-forge/pyicu,,,6.0,https://pypi.org/project/pyicu,247419.0,250188.0,https://anaconda.org/conda-forge/pyicu,2023-06-16 16:09:21.140,174480.0,1.0,,
542,setoolkit,A toolkit for social engineering.,Penetration Testing,,https://github.com/trustedsec/social-engineer-toolkit,True,20,trustedsec/social-engineer-toolkit,https://github.com/trustedsec/social-engineer-toolkit,2012-12-31 22:01:33.000,2023-08-25 17:25:45.000,2022-01-26 01:58:47,2406.0,9277.0,85.0,262.0,615.0,15809.0,,,11.0,11.0,social-engineer-toolkit,conda-forge/social-engineer-toolkit,,,,https://pypi.org/project/social-engineer-toolkit,,,https://anaconda.org/conda-forge/social-engineer-toolkit,,,3.0,,
543,PlatformIO,A console tool to build code with different development platforms.,Build Tools,,https://github.com/platformio/platformio-core,True,20,platformio/platformio-core,https://github.com/platformio/platformio-core,2014-05-09 09:38:42.000,2023-08-18 11:39:04.000,2023-08-18 11:39:03,702.0,6984.0,75.0,188.0,3803.0,6422.0,Apache-2.0,,,,platformio-core,conda-forge/platformio-core,2023-08-11 12:16:29,6.1.10,100.0,https://pypi.org/project/platformio-core,,,https://anaconda.org/conda-forge/platformio-core,,,3.0,,
544,PathPicker,Select files out of bash output.,Command-line Tools,,https://github.com/facebook/PathPicker,True,20,facebook/PathPicker,https://github.com/facebook/PathPicker,2015-05-01 03:05:54.000,2023-05-14 16:10:25.000,2022-07-03 18:09:54,279.0,4946.0,78.0,20.0,153.0,545.0,MIT,,3.0,3.0,PathPicker,conda-forge/PathPicker,2022-02-14 19:25:22,0.9.5,13.0,https://pypi.org/project/PathPicker,,450.0,https://anaconda.org/conda-forge/PathPicker,,,3.0,44553.0,
545,ftfy,Makes Unicode text less broken and more consistent automagically.,Text Processing,,https://github.com/rspeer/python-ftfy,True,20,LuminosoInsight/python-ftfy,https://github.com/rspeer/python-ftfy,2012-08-24 16:14:59.000,2023-08-19 15:07:22.000,2022-10-25 17:55:33,114.0,3596.0,18.0,13.0,120.0,,MIT,rspeer/python-ftfy,13062.0,13062.0,python-ftfy,conda-forge/python-ftfy,2021-08-23 21:02:05,6.0.3,2.0,https://pypi.org/project/python-ftfy,,,https://anaconda.org/conda-forge/python-ftfy,,,3.0,,
546,code2flow,Turn your Python and JavaScript code into DOT flowcharts.,Code Analysis,,https://github.com/scottrogowski/code2flow,True,20,scottrogowski/code2flow,https://github.com/scottrogowski/code2flow,2013-05-24 04:17:43.000,2023-06-18 08:40:31.945,2023-01-08 22:55:22,246.0,3358.0,10.0,14.0,44.0,126.0,MIT,,29.0,29.0,code2flow,conda-forge/code2flow,,,3.0,https://pypi.org/project/code2flow,4302.0,4470.0,https://anaconda.org/conda-forge/code2flow,2023-06-18 08:40:31.945,3196.0,3.0,,
547,pony,ORM that provides a generator-oriented interface to SQL.,ORM,,https://github.com/ponyorm/pony,True,20,ponyorm/pony/,https://github.com/ponyorm/pony,2013-02-08 04:56:00.000,2023-06-16 10:28:01.000,2022-12-15 14:28:13,230.0,3294.0,,283.0,329.0,,Apache-2.0,,3614.0,3614.0,,conda-forge/,2022-01-27 22:51:06,0.7.16,35.0,,,0.0,https://anaconda.org/conda-forge/,,,3.0,66.0,
548,errbot,The easiest and most popular chatbot to implement ChatOps.,ChatOps Tools,,https://github.com/errbotio/errbot,True,20,errbotio/errbot/,https://github.com/errbotio/errbot,2012-05-20 21:13:41.000,2023-08-30 14:33:31.000,2023-08-30 07:12:40,587.0,2964.0,,71.0,695.0,2933.0,GPL-3.0,,310.0,310.0,,conda-forge/,2022-06-11 13:37:19,6.1.9,1.0,,,,https://anaconda.org/conda-forge/,,,1.0,,
549,furl,A small Python library that makes parsing and manipulating URLs easy.,URL Manipulation,,https://github.com/gruns/furl,True,20,gruns/furl,https://github.com/gruns/furl,2011-11-17 01:08:16.000,2023-06-16 13:21:21.441,2022-08-01 04:59:34,140.0,2495.0,15.0,31.0,84.0,549.0,,,,,furl,conda-forge/furl,2021-04-12 19:04:56,2.1.2,15.0,https://pypi.org/project/furl,1769291.0,1773286.0,https://anaconda.org/conda-forge/furl,2023-06-16 13:21:21.441,291654.0,3.0,,
550,delorean,A library for clearing up the inconvenient truths that arise dealing with datetimes.,Date and Time,,https://github.com/myusuf3/delorean,True,20,myusuf3/delorean/,https://github.com/myusuf3/delorean,2011-09-20 03:46:19.000,2023-02-03 20:21:32.000,2022-06-28 23:50:57,129.0,1845.0,,28.0,37.0,374.0,MIT,,997.0,997.0,,conda-forge/,2018-02-07 21:21:40,1.0.0,10.0,,,,https://anaconda.org/conda-forge/,,,3.0,,
551,bashplotlib,Making basic plots in the terminal.,Command-line Interface Development,,https://github.com/glamp/bashplotlib,True,20,glamp/bashplotlib,https://github.com/glamp/bashplotlib,2012-12-13 04:01:10.000,2023-06-16 16:09:47.560,2021-03-31 19:40:59,83.0,1769.0,20.0,18.0,11.0,210.0,MIT,,167.0,167.0,bashplotlib,conda-forge/bashplotlib,,,1.0,https://pypi.org/project/bashplotlib,3448.0,3527.0,https://anaconda.org/conda-forge/bashplotlib,2023-06-16 16:09:47.560,4667.0,3.0,,
552,sixpack,A language-agnostic A/B Testing framework.,Testing,,https://github.com/sixpack/sixpack,True,20,seatgeek/sixpack,https://github.com/sixpack/sixpack,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,185.0,1754.0,56.0,67.0,128.0,828.0,BSD-2-Clause,sixpack/sixpack,11.0,11.0,sixpack,conda-forge/sixpack,2017-07-24 08:26:03,2.5.0,13.0,https://pypi.org/project/sixpack,71.0,71.0,https://anaconda.org/conda-forge/sixpack,,,3.0,,
553,Open Mining,Business Intelligence (BI) in Pandas interface.,Data Analysis,,https://github.com/mining/mining,True,20,mining/mining,https://github.com/mining/mining,2014-01-23 19:20:01.000,2016-12-02 16:39:01.000,2016-12-02 16:39:00,230.0,1231.0,14.0,68.0,116.0,1232.0,MIT,,19.0,19.0,mining,conda-forge/mining,2016-02-02 02:00:14,0.2.2,3.0,https://pypi.org/project/mining,28.0,28.0,https://anaconda.org/conda-forge/mining,,,3.0,,
554,path.py,A module wrapper for [os.path](https://docs.python.org/3/library/os.path.html).,Files,,https://github.com/jaraco/path,True,20,jaraco/path.py,https://github.com/jaraco/path,2012-04-21 02:59:29.000,2023-08-06 23:43:55.000,2023-08-06 23:43:54,137.0,1058.0,49.0,3.0,130.0,,MIT,jaraco/path,,,path.py,conda-forge/path.py,2023-07-07 00:33:31,16.7.1,16.0,https://pypi.org/project/path.py,332409.0,339358.0,https://anaconda.org/conda-forge/path.py,2023-06-16 13:23:58.818,583749.0,3.0,,
555,mrq,A distributed worker task queue in Python using Redis & gevent.,Task Queues,,https://github.com/pricingassistant/mrq,True,20,pricingassistant/mrq,https://github.com/pricingassistant/mrq,2014-02-13 09:32:40.000,2023-06-13 19:16:57.000,2020-12-13 18:58:15,116.0,876.0,40.0,52.0,119.0,709.0,MIT,,30.0,30.0,mrq,conda-forge/mrq,2018-08-31 13:59:56,0.9.10,5.0,https://pypi.org/project/mrq,195.0,195.0,https://anaconda.org/conda-forge/mrq,,,3.0,,
556,devpi,PyPI server and packaging/testing/release tool.,Package Repositories,,https://github.com/devpi/devpi,True,20,devpi/devpi,https://github.com/devpi/devpi,2017-03-31 06:51:39.000,2023-08-06 10:49:10.000,2023-08-06 10:32:46,119.0,743.0,93.0,83.0,675.0,3241.0,,,235.0,235.0,devpi,conda-forge/devpi,,,,https://pypi.org/project/devpi,4894.0,4894.0,https://anaconda.org/conda-forge/devpi,,,1.0,,
557,treq,Python requests like API built on top of Twisted's HTTP client.,HTTP Clients,,https://github.com/twisted/treq,True,20,twisted/treq,https://github.com/twisted/treq,2012-05-18 18:57:21.000,2023-06-16 13:24:26.385,2023-05-03 06:10:14,130.0,559.0,51.0,57.0,100.0,,,,1496.0,1496.0,treq,conda-forge/treq,2022-02-09 07:32:21,release-22.2.0,11.0,https://pypi.org/project/treq,56955.0,57863.0,https://anaconda.org/conda-forge/treq,2023-06-16 13:24:26.385,73417.0,3.0,185.0,
558,Deform,Python HTML form generation library influenced by the formish form generation library.,Forms,,https://github.com/Pylons/deform,True,20,Pylons/deform,https://github.com/Pylons/deform,2011-02-16 06:29:46.000,2023-05-31 16:07:10.000,2022-07-15 09:49:12,157.0,400.0,101.0,45.0,135.0,,,,786.0,786.0,deform,conda-forge/deform,2020-12-15 23:27:03,2.0.15,7.0,https://pypi.org/project/deform,25030.0,25030.0,https://anaconda.org/conda-forge/deform,,,3.0,,
559,unicode-slugify,A slugifier that generates unicode slugs with Django as a dependency.,Text Processing,,https://github.com/mozilla/unicode-slugify,True,20,mozilla/unicode-slugify,https://github.com/mozilla/unicode-slugify,2011-03-24 23:08:09.000,2023-04-10 12:59:14.000,2021-10-22 20:06:17,47.0,319.0,14.0,10.0,8.0,44.0,BSD-3-Clause,,2164.0,2164.0,unicode-slugify,conda-forge/unicode-slugify,,,,https://pypi.org/project/unicode-slugify,31844.0,31844.0,https://anaconda.org/conda-forge/unicode-slugify,,,3.0,,
560,mocket,A socket mock framework with gevent/asyncio/SSL support.,Testing,,https://github.com/mindflayer/python-mocket,True,20,mindflayer/python-mocket,https://github.com/mindflayer/python-mocket,2013-04-30 07:44:28.000,2023-08-23 16:09:16.000,2023-07-30 14:45:05,39.0,265.0,24.0,1.0,65.0,498.0,BSD-3-Clause,,89.0,89.0,python-mocket,conda-forge/python-mocket,2023-05-12 10:34:12,3.11.1,69.0,https://pypi.org/project/python-mocket,,,https://anaconda.org/conda-forge/python-mocket,,,3.0,,
561,money,`Money` class with optional CLDR-backed locale-aware formatting and an extensible currency exchange.,E-commerce,,https://github.com/carlospalol/money,True,20,carlospalol/money,https://github.com/carlospalol/money,2013-11-16 06:03:45.000,2023-04-08 19:03:59.000,2016-09-04 23:30:40,30.0,225.0,4.0,7.0,16.0,158.0,MIT,,299.0,299.0,money,conda-forge/money,,,,https://pypi.org/project/money,41783.0,41783.0,https://anaconda.org/conda-forge/money,,,2.0,,
562,python-patterns,A collection of design patterns in Python.,Algorithms and Design Patterns,,https://github.com/faif/python-patterns,True,19,faif/python-patterns,https://github.com/faif/python-patterns,2012-06-06 21:02:35.000,2023-08-14 05:45:27.000,2023-01-27 22:41:14,6502.0,37985.0,128.0,11.0,73.0,830.0,,,11.0,11.0,python-patterns,conda-forge/python-patterns,,,,https://pypi.org/project/python-patterns,36.0,36.0,https://anaconda.org/conda-forge/python-patterns,,,3.0,,
563,YouCompleteMe,Includes [Jedi](https://github.com/davidhalter/jedi)-based completion engine for Python.,Editor Plugins and IDEs,,https://github.com/ycm-core/YouCompleteMe,True,19,Valloric/YouCompleteMe,https://github.com/ycm-core/YouCompleteMe,2012-04-16 03:12:14.000,2023-08-28 12:57:25.000,2023-08-19 17:00:48,2708.0,24911.0,189.0,12.0,3186.0,3114.0,GPL-3.0,ycm-core/YouCompleteMe,,,YouCompleteMe,conda-forge/YouCompleteMe,,,,https://pypi.org/project/YouCompleteMe,,,https://anaconda.org/conda-forge/YouCompleteMe,,,3.0,,
564,PythonRobotics,This is a compilation of various robotics algorithms with visualizations.,Robotics,,https://github.com/AtsushiSakai/PythonRobotics,True,19,AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,2016-03-21 09:34:43.000,2023-08-28 20:45:32.000,2023-08-22 11:43:32,5604.0,19581.0,114.0,15.0,314.0,1878.0,,,11.0,11.0,PythonRobotics,conda-forge/PythonRobotics,,,,https://pypi.org/project/PythonRobotics,,,https://anaconda.org/conda-forge/PythonRobotics,,,1.0,,
565,python-prompt-toolkit,A library for building powerful interactive command lines.,Command-line Interface Development,,https://github.com/prompt-toolkit/python-prompt-toolkit,True,19,jonathanslenders/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,2014-01-25 22:12:08.000,2023-07-29 17:09:31.000,2023-07-04 10:52:46,673.0,8536.0,217.0,506.0,549.0,2705.0,BSD-3-Clause,prompt-toolkit/python-prompt-toolkit,,,python-prompt-toolkit,conda-forge/python-prompt-toolkit,,,,https://pypi.org/project/python-prompt-toolkit,,,https://anaconda.org/conda-forge/python-prompt-toolkit,,,3.0,,
566,dejavu,Audio fingerprinting and recognition.,Audio,,https://github.com/worldveil/dejavu,True,19,worldveil/dejavu,https://github.com/worldveil/dejavu,2013-11-19 02:50:35.000,2023-08-23 18:39:43.000,2020-06-03 05:58:03,1321.0,6112.0,23.0,98.0,132.0,146.0,MIT,,11.0,11.0,dejavu,conda-forge/dejavu,,,,https://pypi.org/project/dejavu,116.0,116.0,https://anaconda.org/conda-forge/dejavu,,,3.0,,
567,saws,A Supercharged [aws-cli](https://github.com/aws/aws-cli).,Command-line Tools,,https://github.com/donnemartin/saws,True,19,donnemartin/saws,https://github.com/donnemartin/saws,2015-08-24 10:21:15.000,2023-06-16 16:15:42.651,2022-01-15 02:58:14,276.0,5154.0,8.0,32.0,62.0,1037.0,,,40.0,40.0,saws,conda-forge/saws,2017-04-09 03:32:28,0.4.2,8.0,https://pypi.org/project/saws,341.0,836.0,https://anaconda.org/conda-forge/saws,2023-06-16 16:15:42.651,24752.0,3.0,,
568,pyflame,A ptracing profiler For Python.,Debugging Tools,,https://github.com/uber-archive/pyflame,True,19,uber/pyflame,https://github.com/uber-archive/pyflame,2016-08-09 18:35:37.000,2023-06-16 16:09:40.113,2019-12-03 07:08:22,229.0,2975.0,22.0,24.0,53.0,299.0,Apache-2.0,uber-archive/pyflame,,,pyflame,conda-forge/pyflame,,,1.0,https://pypi.org/project/pyflame,1542.0,1895.0,https://anaconda.org/conda-forge/pyflame,2023-06-16 16:09:40.113,20882.0,3.0,,
569,bpython,A fancy interface to the Python interpreter.,Interactive Interpreter,,https://github.com/bpython/bpython,True,19,bpython/bpython,https://github.com/bpython/bpython,2014-07-04 22:26:05.000,2023-08-16 23:04:26.000,2023-07-26 07:46:46,223.0,2416.0,133.0,132.0,650.0,,,,,,bpython,conda-forge/bpython,2023-08-05 09:17:15,0.24-release,18.0,https://pypi.org/project/bpython,89865.0,91695.0,https://anaconda.org/conda-forge/bpython,2023-06-16 19:17:53.392,76885.0,3.0,,
570,sandman2,Automated REST APIs for existing database-driven systems.,RESTful API,,https://github.com/jeffknupp/sandman2,True,19,jeffknupp/sandman2,https://github.com/jeffknupp/sandman2,2014-10-24 17:21:50.000,2023-08-28 17:15:09.000,2020-12-21 15:15:51,209.0,1959.0,23.0,33.0,52.0,250.0,Apache-2.0,,24.0,24.0,sandman2,conda-forge/sandman2,,,,https://pypi.org/project/sandman2,143.0,143.0,https://anaconda.org/conda-forge/sandman2,,,3.0,,
571,docxtpl,Editing a docx document by jinja2 template.,Specific Formats Processing,,https://github.com/elapouya/python-docx-template,True,19,elapouya/python-docx-template,https://github.com/elapouya/python-docx-template,2015-03-12 12:52:14.000,2023-05-29 18:23:34.000,2023-05-08 09:44:44,344.0,1655.0,55.0,93.0,321.0,384.0,LGPL-2.1,,2046.0,2046.0,python-docx-template,conda-forge/python-docx-template,,,,https://pypi.org/project/python-docx-template,,,https://anaconda.org/conda-forge/python-docx-template,,,3.0,,
572,shiv,"A command line utility for building fully self-contained zipapps (PEP 441), but with all their dependencies included.",Distribution,,https://github.com/linkedin/shiv,True,19,linkedin/shiv,https://github.com/linkedin/shiv,2018-03-13 18:46:23.000,2023-06-18 08:42:21.800,2022-11-04 03:21:51,83.0,1615.0,39.0,38.0,76.0,,BSD-2-Clause,,,,shiv,conda-forge/shiv,2022-11-02 23:26:19,1.0.3,18.0,https://pypi.org/project/shiv,21714.0,21909.0,https://anaconda.org/conda-forge/shiv,2023-06-18 08:42:21.800,2204.0,3.0,589.0,
573,Optimus,Agile Data Science Workflows made easy with PySpark.,Data Analysis,,https://github.com/hi-primus/optimus,True,19,ironmussa/Optimus,https://github.com/hi-primus/optimus,2017-07-13 02:31:18.000,2023-08-21 14:09:15.000,2023-05-19 04:32:00,226.0,1399.0,24.0,7.0,209.0,1.0,Apache-2.0,hi-primus/optimus,,,Optimus,conda-forge/Optimus,2020-07-19 03:05:40,2.2.32,87.0,https://pypi.org/project/Optimus,13633.0,13633.0,https://anaconda.org/conda-forge/Optimus,,,3.0,,
574,bcbio-nextgen,Providing best-practice pipelines for fully automated high throughput sequencing analysis.,Science,,https://github.com/bcbio/bcbio-nextgen,True,19,chapmanb/bcbio-nextgen,https://github.com/bcbio/bcbio-nextgen,2013-02-06 11:14:50.000,2023-03-20 17:07:52.000,2023-03-20 17:07:50,346.0,947.0,97.0,120.0,2909.0,8556.0,MIT,bcbio/bcbio-nextgen,,,bcbio-nextgen,conda-forge/bcbio-nextgen,2021-12-15 03:37:20,1.2.9,14.0,https://pypi.org/project/bcbio-nextgen,125.0,125.0,https://anaconda.org/conda-forge/bcbio-nextgen,,,3.0,,
575,Cartridge,A shopping cart app built using the Mezzanine.,E-commerce,,https://github.com/stephenmcd/cartridge,True,19,stephenmcd/cartridge,https://github.com/stephenmcd/cartridge,2010-08-22 00:36:43.000,2022-11-15 15:43:13.000,2022-09-19 17:03:59,289.0,695.0,75.0,22.0,128.0,1479.0,BSD-2-Clause,,,,cartridge,conda-forge/cartridge,2022-09-19 16:55:50,1.3.4,11.0,https://pypi.org/project/cartridge,213.0,213.0,https://anaconda.org/conda-forge/cartridge,,,3.0,,
576,scoop,Scalable Concurrent Operations in Python.,Concurrency and Parallelism,,https://github.com/soravux/scoop,True,19,soravux/scoop,https://github.com/soravux/scoop,2015-03-22 18:25:14.000,2023-03-17 14:55:03.000,2022-08-14 23:39:50,86.0,597.0,24.0,33.0,42.0,1022.0,LGPL-3.0,,350.0,350.0,scoop,conda-forge/scoop,,,,https://pypi.org/project/scoop,4671.0,4671.0,https://anaconda.org/conda-forge/scoop,,,1.0,,
577,Unipath,An object-oriented approach to file/directory operations.,Files,,https://github.com/mikeorr/Unipath,True,19,mikeorr/Unipath,https://github.com/mikeorr/Unipath,2013-01-28 04:38:28.000,2022-01-11 09:35:44.000,2015-02-14 18:30:08,39.0,515.0,6.0,6.0,11.0,49.0,,,9084.0,9084.0,Unipath,conda-forge/Unipath,,,,https://pypi.org/project/Unipath,59488.0,59488.0,https://anaconda.org/conda-forge/Unipath,,,3.0,,
578,awesome-slugify,A Python slugify library that can preserve unicode.,Text Processing,,https://github.com/voronind/awesome-slugify,True,19,dimka665/awesome-slugify,https://github.com/voronind/awesome-slugify,2013-10-19 02:58:27.000,2023-06-16 13:15:53.669,2017-01-20 20:45:25,43.0,476.0,11.0,13.0,11.0,96.0,,voronind/awesome-slugify,3319.0,3319.0,awesome-slugify,conda-forge/awesome-slugify,2014-04-08 01:58:27,1.4,1.0,https://pypi.org/project/awesome-slugify,50315.0,51091.0,https://anaconda.org/conda-forge/awesome-slugify,2023-06-16 13:15:53.669,68297.0,3.0,,
579,TimeSide,Open web audio processing framework.,Audio,,https://github.com/Ircam-WAM/TimeSide,True,19,Parisson/TimeSide,https://github.com/Ircam-WAM/TimeSide,2011-11-21 21:48:08.000,2023-07-21 09:15:54.000,2023-02-01 10:38:52,58.0,352.0,22.0,32.0,184.0,3728.0,AGPL-3.0,Ircam-WAM/TimeSide,16.0,16.0,TimeSide,conda-forge/TimeSide,2023-01-03 17:34:09,1.1.3,6.0,https://pypi.org/project/TimeSide,103.0,103.0,https://anaconda.org/conda-forge/TimeSide,,,3.0,,
580,wifi,A Python library and command line tool for working with WiFi on Linux.,Hardware,,https://github.com/rockymeza/wifi,True,19,rockymeza/wifi,https://github.com/rockymeza/wifi,2012-10-12 04:14:06.000,2020-03-28 10:55:42.000,2017-03-20 02:06:55,145.0,291.0,13.0,33.0,31.0,142.0,BSD-2-Clause,,530.0,530.0,wifi,conda-forge/wifi,,,,https://pypi.org/project/wifi,11921.0,11921.0,https://anaconda.org/conda-forge/wifi,,,3.0,,
581,valideer,Lightweight extensible data validation and adaptation library.,Data Validation,,https://github.com/podio/valideer,True,19,podio/valideer,https://github.com/podio/valideer,2012-07-25 12:33:39.000,2023-06-16 13:17:05.198,2023-01-05 10:28:14,24.0,262.0,9.0,4.0,11.0,91.0,MIT,,69.0,69.0,valideer,conda-forge/valideer,,,1.0,https://pypi.org/project/valideer,13348.0,13586.0,https://anaconda.org/conda-forge/valideer,2023-06-16 13:17:05.198,20965.0,3.0,,
582,queries,A wrapper of the psycopg2 library for interacting with PostgreSQL.,Database Drivers,,https://github.com/gmr/queries,True,19,gmr/queries,https://github.com/gmr/queries,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,33.0,259.0,12.0,4.0,14.0,337.0,BSD-3-Clause,,125.0,125.0,queries,conda-forge/queries,2018-01-29 19:13:34,2.0.0,1.0,https://pypi.org/project/queries,3559.0,3559.0,https://anaconda.org/conda-forge/queries,,,3.0,,
583,Grumpy,More compiler than interpreter as more powerful CPython2.7 replacement (alpha).,Implementations,,https://github.com/google/grumpy,True,18,google/grumpy,https://github.com/google/grumpy,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,629.0,10570.0,30.0,59.0,80.0,331.0,Apache-2.0,,11.0,11.0,grumpy,conda-forge/grumpy,,,,https://pypi.org/project/grumpy,,,https://anaconda.org/conda-forge/grumpy,,,2.0,,
584,jedi-vim,Vim bindings for the Jedi auto-completion library for Python.,Editor Plugins and IDEs,,https://github.com/davidhalter/jedi-vim,True,18,davidhalter/jedi-vim,https://github.com/davidhalter/jedi-vim,2012-09-18 14:14:29.000,2023-07-31 22:40:59.000,2023-07-31 22:39:54,366.0,5197.0,97.0,22.0,757.0,934.0,MIT,,11.0,11.0,jedi-vim,conda-forge/jedi-vim,,,,https://pypi.org/project/jedi-vim,,,https://anaconda.org/conda-forge/jedi-vim,,,3.0,,
585,Pyston,A Python implementation using JIT techniques.,Implementations,,https://github.com/pyston/pyston_v1,True,18,dropbox/pyston,https://github.com/pyston/pyston_v1,2014-04-01 07:17:20.000,2021-05-07 15:23:26.000,2021-05-06 21:36:18,289.0,4921.0,,9.0,266.0,3.0,,pyston/pyston_v1,11.0,11.0,pyston,conda-forge/pyston,2021-05-07 15:23:26,master,10.0,https://pypi.org/project/pyston,332229.0,332277.0,https://anaconda.org/conda-forge/pyston,,,2.0,5141.0,
586,Stream Framework,Building news feed and notification systems using Cassandra and Redis.,News Feed,,https://github.com/tschellenbach/Stream-Framework,True,18,tschellenbach/Stream-Framework,https://github.com/tschellenbach/Stream-Framework,2012-08-08 13:11:08.000,2023-06-02 08:14:24.000,2020-07-15 12:01:04,531.0,4695.0,26.0,66.0,119.0,1508.0,,,,,Stream-Framework,conda-forge/Stream-Framework,,,,https://pypi.org/project/Stream-Framework,1115.0,1115.0,https://anaconda.org/conda-forge/Stream-Framework,,,3.0,,
587,pypinyin,Convert Chinese hanzi () to pinyin ().,Text Processing,,https://github.com/mozillazg/python-pinyin,True,18,mozillazg/python-pinyin,https://github.com/mozillazg/python-pinyin,2013-09-14 14:01:40.000,2023-05-14 12:23:59.000,2023-05-14 12:18:47,586.0,4435.0,22.0,25.0,220.0,796.0,MIT,,,,python-pinyin,conda-forge/python-pinyin,2023-05-14 12:24:50,0.49.0,32.0,https://pypi.org/project/python-pinyin,16.0,16.0,https://anaconda.org/conda-forge/python-pinyin,,,3.0,,
588,pytype,Pytype checks and infers types for Python code - without requiring type annotations.,Code Analysis,,https://github.com/google/pytype,True,18,google/pytype,https://github.com/google/pytype,2015-03-18 20:52:08.000,2023-08-24 22:48:03.000,2023-08-24 22:48:00,261.0,4317.0,95.0,142.0,507.0,,,,,,pytype,conda-forge/pytype,,,73.0,https://pypi.org/project/pytype,284006.0,288523.0,https://anaconda.org/conda-forge/pytype,2023-08-23 04:36:05.274,171661.0,3.0,,
589,coala,Language independent and easily extendable code analysis application.,Code Analysis,,https://github.com/coala/coala,True,18,coala/coala/,https://github.com/coala/coala,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,1299.0,3484.0,,658.0,2373.0,4487.0,AGPL-3.0,,12.0,12.0,,conda-forge/,2017-05-22 15:58:37,0.11.0,17.0,,,1.0,https://anaconda.org/conda-forge/,,,3.0,176.0,
590,fn.py,Functional programming in Python: implementation of missing features to enjoy FP.,Functional Programming,,https://github.com/kachayev/fn.py,True,18,kachayev/fn.py,https://github.com/kachayev/fn.py,2013-01-13 15:06:02.000,2022-08-30 14:08:21.000,2014-10-13 16:51:28,184.0,3301.0,18.0,25.0,25.0,241.0,,,474.0,474.0,fn.py,conda-forge/fn.py,,,,https://pypi.org/project/fn.py,583.0,583.0,https://anaconda.org/conda-forge/fn.py,,,3.0,,
591,spotlight,Deep recommender models using PyTorch.,Recommender Systems,,https://github.com/maciejkula/spotlight,True,18,maciejkula/spotlight,https://github.com/maciejkula/spotlight,2017-06-25 18:52:19.000,2022-12-21 23:38:02.000,2020-02-09 21:03:48,409.0,2900.0,11.0,62.0,48.0,299.0,MIT,,,,spotlight,conda-forge/spotlight,2019-09-08 10:19:53,0.1.6,7.0,https://pypi.org/project/spotlight,828.0,828.0,https://anaconda.org/conda-forge/spotlight,,,3.0,,
592,SimpleCV,An open source framework for building computer vision applications.,Computer Vision,,https://github.com/sightmachine/SimpleCV,True,18,sightmachine/SimpleCV,https://github.com/sightmachine/SimpleCV,2011-08-16 18:04:07.000,2023-01-14 22:21:12.000,2015-04-07 13:42:39,761.0,2624.0,104.0,73.0,254.0,2625.0,BSD-3-Clause,,,,SimpleCV,conda-forge/SimpleCV,,,,https://pypi.org/project/SimpleCV,960.0,960.0,https://anaconda.org/conda-forge/SimpleCV,,,3.0,,-6.0
