,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
426,autobahn-python,WebSocket & WAMP for Python on Twisted and [asyncio](https://docs.python.org/3/library/asyncio.html).,WebSocket,,https://github.com/crossbario/autobahn-python,True,24,crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,2011-07-27 15:22:13.000,2022-09-26 17:44:50.000,2022-09-26 17:44:50,729.0,2377.0,3317.0,129.0,177.0,694.0,MIT,,autobahn-python,conda-forge/autobahn-python,,,,,,20829.0,20829.0,https://pypi.org/project/autobahn-python,,https://anaconda.org/conda-forge/autobahn-python,,,3.0,
427,django-storages,A collection of custom storage back ends for Django.,Web Asset Management,,https://github.com/jschneier/django-storages,True,24,jschneier/django-storages,https://github.com/jschneier/django-storages,2014-12-09 00:37:09.000,2022-10-02 11:17:23.000,2022-09-27 04:18:17,725.0,2250.0,1008.0,232.0,161.0,439.0,BSD-3-Clause,,django-storages,conda-forge/django-storages,,,,2034381.0,12.0,,,https://pypi.org/project/django-storages,2033748.0,https://anaconda.org/conda-forge/django-storages,2022-08-06 14:39:26.758,39268.0,3.0,
428,shortuuid,"A generator library for concise, unambiguous and URL-safe UUIDs.",Text Processing,,https://github.com/skorokithakis/shortuuid,True,24,skorokithakis/shortuuid,https://github.com/skorokithakis/shortuuid,2011-01-08 13:00:43.000,2022-08-21 11:44:02.000,2022-08-21 11:44:02,101.0,1726.0,153.0,27.0,2.0,50.0,BSD-3-Clause,,shortuuid,conda-forge/shortuuid,2020-03-06 11:40:22,1.0.0,,4047990.0,9.0,,,https://pypi.org/project/shortuuid,4043189.0,https://anaconda.org/conda-forge/shortuuid,2022-06-29 19:04:41.270,235296.0,2.0,
429,Schemathesis,A tool for automatic property-based testing of web applications built with Open API / Swagger specifications.,Testing,,https://github.com/schemathesis/schemathesis,True,24,kiwicom/schemathesis,https://github.com/schemathesis/schemathesis,2019-08-19 11:13:01.000,2022-09-30 16:29:05.000,2022-08-27 01:38:24,107.0,1485.0,1647.0,47.0,107.0,562.0,MIT,schemathesis/schemathesis,schemathesis,conda-forge/schemathesis,2022-08-27 01:39:41,3.17.2,,105727.0,100.0,,,https://pypi.org/project/schemathesis,105138.0,https://anaconda.org/conda-forge/schemathesis,2022-08-28 01:47:27.864,1178.0,3.0,
430,pybuilder,A continuous build tool written in pure Python.,Build Tools,,https://github.com/pybuilder/pybuilder,True,24,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,2012-07-23 11:38:06.000,2022-08-20 13:55:15.000,2022-08-20 13:55:15,231.0,1445.0,1409.0,38.0,81.0,415.0,Apache-2.0,,pybuilder,conda-forge/pybuilder,2022-08-11 03:32:40,0.13.7,,20719.0,8.0,,,https://pypi.org/project/pybuilder,20228.0,https://anaconda.org/conda-forge/pybuilder,2022-08-11 04:53:40.750,21623.0,1.0,
431,cassandra-driver,The Python Driver for Apache Cassandra.,Database Drivers,,https://github.com/datastax/python-driver,True,24,datastax/python-driver,https://github.com/datastax/python-driver,2013-07-08 19:02:31.000,2022-09-07 18:04:41.000,2022-09-03 09:32:59,441.0,1307.0,5968.0,182.0,,,Apache-2.0,,python-driver,conda-forge/python-driver,,,,17.0,,4260.0,4260.0,https://pypi.org/project/python-driver,17.0,https://anaconda.org/conda-forge/python-driver,,,2.0,
432,imbox,Python IMAP for Humans.,Email,,https://github.com/martinrusev/imbox,True,24,martinrusev/imbox,https://github.com/martinrusev/imbox,2013-07-22 11:40:29.000,2022-09-24 18:55:51.000,2022-09-24 18:55:51,162.0,1091.0,348.0,52.0,58.0,67.0,MIT,,imbox,conda-forge/imbox,2018-08-14 15:27:53,0.9.6,,30140.0,3.0,151.0,151.0,https://pypi.org/project/imbox,30140.0,https://anaconda.org/conda-forge/imbox,,,3.0,
433,clickhouse-driver,Python driver with native interface for ClickHouse.,Database Drivers,,https://github.com/mymarilyn/clickhouse-driver,True,24,mymarilyn/clickhouse-driver,https://github.com/mymarilyn/clickhouse-driver,2017-05-10 22:13:04.000,2022-10-02 16:08:17.000,2022-09-02 16:58:59,168.0,917.0,462.0,45.0,32.0,220.0,,,clickhouse-driver,conda-forge/clickhouse-driver,,,,1380525.0,25.0,744.0,744.0,https://pypi.org/project/clickhouse-driver,1374966.0,https://anaconda.org/conda-forge/clickhouse-driver,2022-06-13 18:49:35.862,333572.0,2.0,
434,copier,A library and command-line utility for rendering projects templates.,Command-line Tools,,https://github.com/copier-org/copier,True,24,pykong/copier,https://github.com/copier-org/copier,2011-11-01 19:22:44.000,2022-10-06 12:11:32.000,2022-10-06 12:11:32,88.0,718.0,976.0,43.0,32.0,246.0,MIT,copier-org/copier,copier,conda-forge/copier,2022-09-18 08:05:14,6.2.0,,18207.0,27.0,110.0,110.0,https://pypi.org/project/copier,18019.0,https://anaconda.org/conda-forge/copier,2022-09-21 16:28:49.413,566.0,2.0,
435,untangle,Converts XML documents to Python objects for easy access.,HTML Manipulation,,https://github.com/stchris/untangle,True,24,stchris/untangle,https://github.com/stchris/untangle,2011-06-05 10:12:12.000,2022-09-30 08:53:33.000,2022-07-02 14:03:28,79.0,558.0,,17.0,16.0,39.0,MIT,,untangle,conda-forge/untangle,2022-07-02 14:04:25,1.2.1,526.0,168157.0,4.0,899.0,899.0,https://pypi.org/project/untangle,168051.0,https://anaconda.org/conda-forge/untangle,2020-06-30 01:01:03.774,2855.0,3.0,
436,ZODB,A native object database for Python. A key-value and object graph database.,Database,,https://github.com/zopefoundation/ZODB,True,24,zopefoundation/ZODB,https://github.com/zopefoundation/ZODB,2012-12-28 17:47:39.000,2022-09-02 13:58:16.000,2022-09-02 13:58:16,74.0,553.0,4944.0,117.0,58.0,94.0,,,ZODB,conda-forge/ZODB,,,,66366.0,6.0,895.0,895.0,https://pypi.org/project/ZODB,65571.0,https://anaconda.org/conda-forge/ZODB,2022-03-17 12:26:26.313,50941.0,1.0,
437,MicroPython,A lean and efficient Python programming language implementation.,Implementations,,https://github.com/micropython/micropython,True,23,micropython/micropython,https://github.com/micropython/micropython,2013-12-20 11:47:07.000,2022-10-06 14:24:00.000,2022-10-06 13:26:31,4282.0,15198.0,14139.0,520.0,1155.0,3298.0,,,micropython,conda-forge/micropython,2022-06-16 06:19:58,1.19,49148.0,1057.0,13.0,,,https://pypi.org/project/micropython,,https://anaconda.org/conda-forge/micropython,2022-06-17 06:36:09.696,9041.0,1.0,
438,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,23,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2022-10-05 15:38:08.000,2022-10-05 15:38:08,454.0,8786.0,2690.0,,233.0,817.0,MIT,hoffstadt/DearPyGui,,conda-forge/,2022-09-09 15:15:08,1.7,,,28.0,519.0,519.0,,,https://anaconda.org/conda-forge/,,,3.0,
439,portia,Visual scraping for Scrapy.,Web Crawling,,https://github.com/scrapinghub/portia,True,23,scrapinghub/portia,https://github.com/scrapinghub/portia,2014-03-21 14:24:31.000,2022-04-17 20:34:47.000,2019-07-10 08:13:34,1350.0,8623.0,2690.0,50.0,112.0,337.0,BSD-3-Clause,,portia,conda-forge/portia,,,201.0,273.0,1.0,43.0,43.0,https://pypi.org/project/portia,271.0,https://anaconda.org/conda-forge/portia,,,2.0,
440,hydra,Hydra is a framework for elegantly configuring complex applications.,Configuration,,https://github.com/facebookresearch/hydra,True,23,facebookresearch/hydra,https://github.com/facebookresearch/hydra,2019-06-12 19:33:15.000,2022-10-05 21:25:40.000,2022-10-04 13:47:08,461.0,6376.0,,102.0,155.0,975.0,MIT,,hydra,conda-forge/hydra,2022-05-17 22:23:44,1.2.0,,20639.0,19.0,10.0,10.0,https://pypi.org/project/hydra,20254.0,https://anaconda.org/conda-forge/hydra,2021-01-18 19:28:50.445,11960.0,3.0,
441,librosa,Python library for audio and music analysis.,Audio,,https://github.com/librosa/librosa,True,23,librosa/librosa,https://github.com/librosa/librosa,2012-10-20 14:21:01.000,2022-10-04 16:30:50.000,2022-10-04 11:45:03,819.0,5432.0,,107.0,41.0,983.0,ISC,,librosa,conda-forge/librosa,2022-06-27 11:24:38,0.9.2,,1332270.0,35.0,,,https://pypi.org/project/librosa,1325272.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,524899.0,3.0,
442,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,23,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2022-07-31 03:30:54.000,2022-07-23 19:52:28,456.0,5379.0,674.0,78.0,11.0,275.0,MIT,,tinydb,conda-forge/tinydb,2022-02-19 16:17:59,4.7.0,,489109.0,59.0,,,https://pypi.org/project/tinydb,486364.0,https://anaconda.org/conda-forge/tinydb,2022-02-19 18:47:02.852,208628.0,3.0,
443,lektor,An easy to use static CMS and blog engine.,Static Site Generator,,https://github.com/lektor/lektor,True,23,lektor/lektor,https://github.com/lektor/lektor,2015-12-19 09:18:36.000,2022-10-04 17:44:42.000,2022-10-04 17:44:12,291.0,3616.0,1610.0,92.0,221.0,384.0,BSD-3-Clause,,lektor,conda-forge/lektor,2022-09-21 19:19:50,3.3.7,7014.0,3064.0,30.0,,,https://pypi.org/project/lektor,2201.0,https://anaconda.org/conda-forge/lektor,2022-09-22 16:35:06.360,56082.0,3.0,
444,textract,"Extract text from any document, Word, PowerPoint, PDFs, etc.",Web Content Extracting,,https://github.com/deanmalmgren/textract,True,23,deanmalmgren/textract,https://github.com/deanmalmgren/textract,2014-07-03 20:36:59.000,2022-10-03 14:06:21.000,2022-03-10 10:33:50,477.0,3308.0,585.0,40.0,86.0,128.0,MIT,,textract,conda-forge/textract,2021-08-21 17:09:22,1.6.4,,111539.0,16.0,,,https://pypi.org/project/textract,111312.0,https://anaconda.org/conda-forge/textract,2022-03-10 14:00:02.289,16619.0,2.0,
445,python-docx,"Reads, queries and modifies Microsoft Word 2007/2008 docx files.",Specific Formats Processing,,https://github.com/python-openxml/python-docx,True,23,python-openxml/python-docx,https://github.com/python-openxml/python-docx,2013-10-15 14:50:41.000,2022-09-29 08:31:39.000,2021-05-15 21:39:29,805.0,3284.0,979.0,14.0,459.0,509.0,MIT,,python-docx,conda-forge/python-docx,,,,3393768.0,6.0,,,https://pypi.org/project/python-docx,3392153.0,https://anaconda.org/conda-forge/python-docx,2021-05-27 13:13:56.999,119543.0,3.0,
446,Flexx,"Flexx is a pure Python toolkit for creating GUI's, that uses web technology for its rendering.",GUI Development,,https://github.com/flexxui/flexx,True,23,zoofIO/flexx,https://github.com/flexxui/flexx,2014-09-03 08:38:00.000,2022-07-22 16:41:15.000,2022-07-22 16:41:15,256.0,3030.0,1938.0,37.0,86.0,356.0,BSD-2-Clause,flexxui/flexx,flexx,conda-forge/flexx,,,,1895.0,12.0,114.0,114.0,https://pypi.org/project/flexx,671.0,https://anaconda.org/conda-forge/flexx,2022-04-12 22:15:39.560,91839.0,3.0,
447,factory_boy,A test fixtures replacement for Python.,Testing,,https://github.com/FactoryBoy/factory_boy,True,23,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,2011-05-11 08:26:59.000,2022-10-06 12:32:49.000,2022-10-03 14:12:41,347.0,2941.0,949.0,124.0,156.0,371.0,MIT,,factory_boy,conda-forge/factory_boy,,,,2319325.0,10.0,,,https://pypi.org/project/factory_boy,2317829.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,109216.0,3.0,
448,django-shop,A Django based shop system.,E-commerce,,https://github.com/awesto/django-shop,True,23,awesto/django-shop,https://github.com/awesto/django-shop,2010-11-19 11:15:48.000,2022-04-08 09:00:09.000,2021-02-28 18:04:57,941.0,2895.0,5402.0,95.0,84.0,292.0,BSD-3-Clause,,django-shop,conda-forge/django-shop,,,,4859.0,,204.0,204.0,https://pypi.org/project/django-shop,4859.0,https://anaconda.org/conda-forge/django-shop,,,2.0,
449,bjoern,"Asynchronous, very fast and written in C.",WSGI Servers,,https://github.com/jonashaag/bjoern,True,23,jonashaag/bjoern,https://github.com/jonashaag/bjoern,2010-03-01 23:46:47.000,2022-09-12 08:28:02.069,2022-09-11 18:40:12,180.0,2846.0,473.0,44.0,23.0,129.0,,,bjoern,conda-forge/bjoern,,,,25033.0,7.0,487.0,487.0,https://pypi.org/project/bjoern,23320.0,https://anaconda.org/conda-forge/bjoern,2022-09-12 08:28:02.069,82231.0,3.0,
450,SimpleCV,An open source framework for building computer vision applications.,Computer Vision,,https://github.com/sightmachine/SimpleCV,True,23,sightmachine/SimpleCV,https://github.com/sightmachine/SimpleCV,2011-08-16 18:04:07.000,2022-07-04 09:48:34.000,2015-04-07 13:42:39,757.0,2573.0,2625.0,104.0,73.0,254.0,BSD-3-Clause,,SimpleCV,conda-forge/SimpleCV,,,,1637.0,,369.0,369.0,https://pypi.org/project/SimpleCV,1637.0,https://anaconda.org/conda-forge/SimpleCV,,,3.0,
451,unoconv,Convert between any document format supported by LibreOffice/OpenOffice.,Specific Formats Processing,,https://github.com/unoconv/unoconv,True,23,unoconv/unoconv,https://github.com/unoconv/unoconv,2011-04-11 17:22:04.000,2021-11-29 01:38:09.000,2021-11-12 08:35:36,366.0,2323.0,304.0,52.0,79.0,396.0,GPL-2.0,,unoconv,conda-forge/unoconv,2017-12-07 11:04:11,0.8.2,,22787.0,2.0,101.0,101.0,https://pypi.org/project/unoconv,22787.0,https://anaconda.org/conda-forge/unoconv,,,3.0,
452,PyTorch-NLP,A toolkit enabling rapid deep learning NLP prototyping for research.,Natural Language Processing,,https://github.com/PetrochukM/PyTorch-NLP,True,23,PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000,2021-07-10 15:56:42,248.0,2109.0,447.0,18.0,18.0,49.0,BSD-3-Clause,,PyTorch-NLP,conda-forge/PyTorch-NLP,2019-11-04 05:16:00,0.5.0,,6214.0,5.0,419.0,419.0,https://pypi.org/project/PyTorch-NLP,6214.0,https://anaconda.org/conda-forge/PyTorch-NLP,,,2.0,
453,wooey,A Django app which creates automatic web UIs for Python scripts.,Admin Panels,,https://github.com/wooey/Wooey,True,23,wooey/wooey,https://github.com/wooey/Wooey,2015-03-01 16:47:05.000,2022-10-05 14:08:43.000,2022-10-05 14:08:41,178.0,1828.0,911.0,23.0,50.0,158.0,BSD-3-Clause,,wooey,conda-forge/wooey,2022-10-05 14:09:49,0.13.2,,327.0,11.0,40.0,40.0,https://pypi.org/project/wooey,327.0,https://anaconda.org/conda-forge/wooey,,,3.0,
454,chardet,Python 2/3 compatible character encoding detector.,Text Processing,,https://github.com/chardet/chardet,True,23,chardet/chardet,https://github.com/chardet/chardet,2012-07-26 20:30:54.000,2022-07-25 16:44:05.000,2022-07-22 19:53:13,236.0,1776.0,,48.0,48.0,79.0,LGPL-2.1,,chardet,conda-forge/chardet,2022-06-25 04:18:18,5.0.0,,68116541.0,10.0,,,https://pypi.org/project/chardet,67856532.0,https://anaconda.org/conda-forge/chardet,2022-06-25 07:47:22.547,17680628.0,2.0,
455,Karate Club,Unsupervised machine learning toolbox for graph structured data.,Science,,https://github.com/benedekrozemberczki/karateclub,True,23,benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,2019-12-05 17:35:56.000,2022-09-04 19:42:28.000,2022-09-04 19:28:35,213.0,1737.0,2256.0,16.0,1.0,87.0,GPL-3.0,,karateclub,conda-forge/karateclub,2022-09-04 19:42:28,_10302,,3400.0,100.0,106.0,106.0,https://pypi.org/project/karateclub,2924.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,12854.0,3.0,
456,prospector,A tool to analyse Python code.,Code Analysis,,https://github.com/PyCQA/prospector,True,23,PyCQA/prospector,https://github.com/PyCQA/prospector,2013-08-05 07:26:30.000,2022-09-24 19:34:13.000,2022-09-24 19:34:13,146.0,1697.0,1237.0,79.0,39.0,277.0,GPL-2.0,,prospector,conda-forge/prospector,2022-03-09 20:13:02,1.7.7,,531347.0,44.0,,,https://pypi.org/project/prospector,530807.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,40021.0,3.0,
457,pyinfra,A versatile CLI tools and python libraries to automate infrastructure.,DevOps Tools,,https://github.com/Fizzadar/pyinfra,True,23,Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,2014-10-19 19:37:45.000,2022-10-04 00:07:07.000,2022-10-02 08:53:55,278.0,1595.0,,74.0,116.0,502.0,MIT,,pyinfra,conda-forge/pyinfra,2022-08-13 17:25:53,2.4,,27113.0,85.0,51.0,51.0,https://pypi.org/project/pyinfra,27113.0,https://anaconda.org/conda-forge/pyinfra,,,3.0,
458,streamparse,Run Python code against real-time streams of data via [Apache Storm](http://storm.apache.org/).,Distributed Computing,,https://github.com/Parsely/streamparse,True,23,Parsely/streamparse,https://github.com/Parsely/streamparse,2014-05-02 20:33:50.000,2022-07-18 20:04:25.000,2022-07-18 20:04:25,213.0,1462.0,1071.0,43.0,63.0,263.0,Apache-2.0,,streamparse,conda-forge/streamparse,2022-01-10 21:46:17,4.1.2,,3880.0,44.0,55.0,55.0,https://pypi.org/project/streamparse,3880.0,https://anaconda.org/conda-forge/streamparse,,,3.0,
459,html2text,Convert HTML to Markdown-formatted text.,Web Content Extracting,,https://github.com/Alir3z4/html2text,True,23,Alir3z4/html2text,https://github.com/Alir3z4/html2text,2014-02-19 22:41:11.000,2022-09-04 05:46:29.000,2022-02-22 21:28:40,223.0,1310.0,768.0,76.0,79.0,120.0,GPL-3.0,,html2text,conda-forge/html2text,2019-08-11 19:39:19,2019.8.11,,1535825.0,22.0,,,https://pypi.org/project/html2text,1535255.0,https://anaconda.org/conda-forge/html2text,2020-02-09 12:57:13.833,19956.0,2.0,
460,python-slugify,A Python slugify library that translates unicode to ASCII.,Text Processing,,https://github.com/un33k/python-slugify,True,23,un33k/python-slugify,https://github.com/un33k/python-slugify,2012-10-15 01:44:50.000,2022-09-27 11:58:23.000,2022-09-27 11:58:23,88.0,1250.0,244.0,31.0,6.0,54.0,MIT,,python-slugify,conda-forge/python-slugify,,,,8813557.0,20.0,,,https://pypi.org/project/python-slugify,8799267.0,https://anaconda.org/conda-forge/python-slugify,2022-04-28 13:02:25.022,1043212.0,2.0,
461,django-countries,A Django app that provides a country field for models and forms.,Geolocation,,https://github.com/SmileyChris/django-countries,True,23,SmileyChris/django-countries,https://github.com/SmileyChris/django-countries,2013-06-21 20:02:58.000,2022-08-25 16:46:02.000,2022-08-12 04:08:48,238.0,1173.0,621.0,48.0,12.0,241.0,MIT,,django-countries,conda-forge/django-countries,,,,478102.0,2.0,,,https://pypi.org/project/django-countries,477879.0,https://anaconda.org/conda-forge/django-countries,2022-02-28 07:10:07.929,2010.0,2.0,
462,nose2,"The successor to `nose`, based on `unittest2`.",Testing,,https://github.com/nose-devs/nose2,True,23,nose-devs/nose2,https://github.com/nose-devs/nose2,2011-12-14 15:33:15.000,2022-10-04 19:09:51.000,2022-10-04 19:09:48,128.0,729.0,,74.0,48.0,211.0,,,nose2,conda-forge/nose2,,,,572713.0,5.0,5249.0,5249.0,https://pypi.org/project/nose2,571435.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,67759.0,3.0,
463,beaker,A WSGI middleware for sessions and caching.,Caching,,https://github.com/bbangert/beaker,True,23,bbangert/beaker,https://github.com/bbangert/beaker,2011-10-16 17:48:39.000,2022-07-02 23:49:47.000,2021-12-07 15:55:36,133.0,489.0,801.0,86.0,64.0,56.0,,,beaker,conda-forge/beaker,2019-08-26 22:02:52,1.11.0,,277680.0,6.0,3742.0,3742.0,https://pypi.org/project/beaker,276738.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,63129.0,3.0,
464,pyshorteners,A pure Python URL shortening lib.,URL Manipulation,,https://github.com/ellisonleao/pyshorteners,True,23,ellisonleao/pyshorteners,https://github.com/ellisonleao/pyshorteners,2013-09-30 18:33:24.000,2022-06-06 19:18:46.000,2022-06-06 19:18:46,59.0,344.0,,24.0,,,GPL-3.0,,pyshorteners,conda-forge/pyshorteners,2020-03-19 17:55:20,1.0.1,,132885.0,3.0,6676.0,6676.0,https://pypi.org/project/pyshorteners,132885.0,https://anaconda.org/conda-forge/pyshorteners,,,2.0,
465,caffe,A fast open framework for deep learning..,Deep Learning,,https://github.com/BVLC/caffe,True,22,BVLC/caffe,https://github.com/BVLC/caffe,2013-09-12 18:39:48.000,2022-03-31 09:55:07.000,2020-02-13 07:20:36,13754.0,32894.0,4156.0,313.0,894.0,3891.0,,,caffe,conda-forge/caffe,2017-04-18 18:48:04,1.0,,1261.0,14.0,,,https://pypi.org/project/caffe,,https://anaconda.org/conda-forge/caffe,2020-06-27 15:23:34.354,98402.0,3.0,
466,sqlmap,Automatic SQL injection and database takeover tool.,Penetration Testing,,https://github.com/sqlmapproject/sqlmap,True,22,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,2012-06-26 09:52:15.000,2022-10-06 09:50:52.000,2022-10-06 09:50:35,4803.0,24816.0,9975.0,119.0,51.0,4712.0,,,sqlmap,conda-forge/sqlmap,2022-01-03 10:35:57,1.6,,7599.0,7.0,,,https://pypi.org/project/sqlmap,7599.0,https://anaconda.org/conda-forge/sqlmap,,,1.0,
467,fabric,"A simple, Pythonic tool for remote execution and deployment.",DevOps Tools,,https://github.com/fabric/fabric,True,22,fabric/fabric,https://github.com/fabric/fabric,2009-05-01 01:14:24.000,2022-09-14 17:46:16.000,2022-07-14 22:37:01,1720.0,13664.0,,19.0,398.0,1287.0,BSD-2-Clause,,fabric,conda-forge/fabric,,,,2660613.0,8.0,,,https://pypi.org/project/fabric,2659884.0,https://anaconda.org/conda-forge/fabric,2022-09-09 13:51:15.499,53967.0,3.0,
468,Jinja2,A modern and designer friendly templating language.,Template Engine,,https://github.com/pallets/jinja,True,22,pallets/jinja,https://github.com/pallets/jinja,2010-10-17 13:41:17.000,2022-10-03 23:31:11.000,2022-10-02 14:03:32,1449.0,8794.0,,300.0,39.0,865.0,BSD-3-Clause,,jinja,conda-forge/jinja,2022-04-28 17:24:04,3.1.2,53160.0,7623.0,17.0,,,https://pypi.org/project/jinja,6722.0,https://anaconda.org/conda-forge/jinja,,,1.0,
469,icecream,"Inspect variables, expressions, and program execution with a single, simple function call.",Debugging Tools,,https://github.com/gruns/icecream,True,22,gruns/icecream,https://github.com/gruns/icecream,2018-02-13 18:56:12.000,2022-09-01 23:27:33.000,2022-09-01 23:27:27,126.0,6185.0,246.0,19.0,25.0,68.0,MIT,,icecream,conda-forge/icecream,2022-07-21 09:17:39,2.1.3,,175792.0,7.0,,,https://pypi.org/project/icecream,175356.0,https://anaconda.org/conda-forge/icecream,2022-07-21 16:51:26.595,7859.0,2.0,
470,pyre-check,Performant type checking.,Code Analysis,,https://github.com/facebook/pyre-check,True,22,facebook/pyre-check,https://github.com/facebook/pyre-check,2017-11-10 17:31:36.000,2022-10-06 14:25:33.000,2022-10-06 14:23:49,373.0,6070.0,,222.0,94.0,225.0,MIT,,pyre-check,conda-forge/pyre-check,2022-04-20 04:09:58,0.9.11,,177276.0,10.0,,,https://pypi.org/project/pyre-check,177276.0,https://anaconda.org/conda-forge/pyre-check,,,3.0,
471,pkuseg-python,A toolkit for Chinese word segmentation in various domains.,Natural Language Processing,,https://github.com/lancopku/pkuseg-python,True,22,lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python,2018-08-05 06:41:07.000,2022-07-27 05:26:00.000,2022-06-08 05:57:27,932.0,5976.0,200.0,6.0,113.0,40.0,MIT,,pkuseg-python,conda-forge/pkuseg-python,,,87307.0,1940.0,3.0,215.0,215.0,https://pypi.org/project/pkuseg-python,,https://anaconda.org/conda-forge/pkuseg-python,,,3.0,
472,snownlp,A library for processing Chinese text.,Natural Language Processing,,https://github.com/isnowfy/snownlp,True,22,isnowfy/snownlp,https://github.com/isnowfy/snownlp,2013-11-26 11:46:56.000,2021-09-07 13:14:35.358,2020-01-19 02:39:03,1323.0,5922.0,57.0,8.0,40.0,65.0,MIT,,snownlp,conda-forge/snownlp,,,,5026.0,1.0,960.0,960.0,https://pypi.org/project/snownlp,4947.0,https://anaconda.org/conda-forge/snownlp,2021-09-07 13:14:35.358,1039.0,3.0,
473,MechanicalSoup,A Python library for automating interaction with websites.,Web Crawling,,https://github.com/MechanicalSoup/MechanicalSoup,True,22,MechanicalSoup/MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,2014-05-26 09:06:11.000,2022-09-19 17:13:57.201,2022-09-17 20:30:35,354.0,4154.0,,51.0,25.0,137.0,MIT,,MechanicalSoup,conda-forge/MechanicalSoup,2022-09-17 20:00:08,1.2.0,43.0,134630.0,12.0,,,https://pypi.org/project/MechanicalSoup,132780.0,https://anaconda.org/conda-forge/MechanicalSoup,2022-09-19 17:13:57.201,129560.0,3.0,
474,Coconut,"A variant of Python built for simple, elegant, Pythonic functional programming.",Functional Programming,,https://github.com/evhub/coconut,True,22,evhub/coconut,https://github.com/evhub/coconut,2014-10-04 23:43:11.000,2022-10-06 02:13:48.000,2022-09-26 04:18:01,103.0,3554.0,4311.0,31.0,62.0,511.0,Apache-2.0,,coconut,conda-forge/coconut,2022-09-26 04:11:49,2.0.0,,3568.0,32.0,,,https://pypi.org/project/coconut,1273.0,https://anaconda.org/conda-forge/coconut,2022-09-26 05:24:08.449,142324.0,3.0,
475,plotnine,A grammar of graphics for Python based on ggplot2.,Data Visualization,,https://github.com/has2k1/plotnine,True,22,has2k1/plotnine,https://github.com/has2k1/plotnine,2017-04-24 19:00:44.000,2022-10-04 10:07:06.000,2022-10-04 09:54:34,171.0,3199.0,,96.0,61.0,451.0,MIT,,plotnine,conda-forge/plotnine,2022-09-29 12:44:11,0.9.0,,358469.0,13.0,,,https://pypi.org/project/plotnine,355354.0,https://anaconda.org/conda-forge/plotnine,2022-09-29 13:08:16.096,202522.0,3.0,
476,pywebview,A lightweight cross-platform native wrapper around a webview component.,GUI Development,,https://github.com/r0x0r/pywebview,True,22,r0x0r/pywebview/,https://github.com/r0x0r/pywebview,2014-11-20 11:05:46.000,2022-10-03 15:39:34.000,2022-09-29 20:44:41,402.0,3101.0,1407.0,,25.0,637.0,BSD-3-Clause,,,conda-forge/,2022-04-05 20:22:30,3.6.3,,,47.0,770.0,770.0,,,https://anaconda.org/conda-forge/,,,3.0,
477,django-taggit,Simple tagging for Django.,Tagging,,https://github.com/jazzband/django-taggit,True,22,jazzband/django-taggit,https://github.com/jazzband/django-taggit,2009-12-08 23:40:49.000,2022-09-16 10:08:13.000,2022-09-08 07:58:53,559.0,2924.0,999.0,144.0,72.0,320.0,BSD-3-Clause,,django-taggit,conda-forge/django-taggit,,,,364458.0,13.0,,,https://pypi.org/project/django-taggit,363217.0,https://anaconda.org/conda-forge/django-taggit,2022-05-02 12:28:06.091,98040.0,1.0,
